territorio;mes;variavel;valor;unidade
Rio Grande do Sul;janeiro 2025;variacao_mesmo_mes_ano_anterior;-6.1;percentual
Rio Grande do Sul;fevereiro 2025;variacao_mesmo_mes_ano_anterior;-4.0;percentual
Rio Grande do Sul;março 2025;variacao_mesmo_mes_ano_anterior;-6.1;percentual
Rio Grande do Sul;abril 2025;variacao_mesmo_mes_ano_anterior;7.0;percentual
Rio Grande do Sul;maio 2025;variacao_mesmo_mes_ano_anterior;50.4;percentual
Rio Grande do Sul;junho 2025;variacao_mesmo_mes_ano_anterior;39.3;percentual
Rio Grande do Sul;julho 2025;variacao_mesmo_mes_ano_anterior;20.3;percentual
Rio Grande do Sul;agosto 2025;variacao_mesmo_mes_ano_anterior;14.9;percentual
Rio Grande do Sul;setembro 2025;variacao_mesmo_mes_ano_anterior;16.6;percentual
Rio Grande do Sul;outubro 2025;variacao_mesmo_mes_ano_anterior;18.8;percentual
Rio Grande do Sul;novembro 2025;variacao_mesmo_mes_ano_anterior;8.1;percentual
Rio Grande do Sul;dezembro 2025;variacao_mesmo_mes_ano_anterior;1.5;percentual
Mato Grosso;janeiro 2025;variacao_mesmo_mes_ano_anterior;-11.2;percentual
Mato Grosso;fevereiro 2025;variacao_mesmo_mes_ano_anterior;-3.3;percentual
Mato Grosso;março 2025;variacao_mesmo_mes_ano_anterior;-6.8;percentual
Mato Grosso;abril 2025;variacao_mesmo_mes_ano_anterior;-6.1;percentual
Mato Grosso;maio 2025;variacao_mesmo_mes_ano_anterior;2.6;percentual
Mato Grosso;junho 2025;variacao_mesmo_mes_ano_anterior;-1.1;percentual
Mato Grosso;julho 2025;variacao_mesmo_mes_ano_anterior;-2.2;percentual
Mato Grosso;agosto 2025;variacao_mesmo_mes_ano_anterior;2.1;percentual
Mato Grosso;setembro 2025;variacao_mesmo_mes_ano_anterior;7.2;percentual
Mato Grosso;outubro 2025;variacao_mesmo_mes_ano_anterior;0.6;percentual
Mato Grosso;novembro 2025;variacao_mesmo_mes_ano_anterior;2.9;percentual
Mato Grosso;dezembro 2025;variacao_mesmo_mes_ano_anterior;1.1;percentual
Goiás;janeiro 2025;variacao_mesmo_mes_ano_anterior;9.1;percentual
Goiás;fevereiro 2025;variacao_mesmo_mes_ano_anterior;1.8;percentual
Goiás;março 2025;variacao_mesmo_mes_ano_anterior;3.3;percentual
Goiás;abril 2025;variacao_mesmo_mes_ano_anterior;14.0;percentual
Goiás;maio 2025;variacao_mesmo_mes_ano_anterior;5.4;percentual
Goiás;junho 2025;variacao_mesmo_mes_ano_anterior;3.1;percentual
Goiás;julho 2025;variacao_mesmo_mes_ano_anterior;-0.9;percentual
Goiás;agosto 2025;variacao_mesmo_mes_ano_anterior;-1.2;percentual
Goiás;setembro 2025;variacao_mesmo_mes_ano_anterior;-2.6;percentual
Goiás;outubro 2025;variacao_mesmo_mes_ano_anterior;-6.9;percentual
Goiás;novembro 2025;variacao_mesmo_mes_ano_anterior;-5.4;percentual
Goiás;dezembro 2025;variacao_mesmo_mes_ano_anterior;-12.0;percentual
Distrito Federal;janeiro 2025;variacao_mesmo_mes_ano_anterior;-1.4;percentual
Distrito Federal;fevereiro 2025;variacao_mesmo_mes_ano_anterior;8.7;percentual
Distrito Federal;março 2025;variacao_mesmo_mes_ano_anterior;-5.3;percentual
Distrito Federal;abril 2025;variacao_mesmo_mes_ano_anterior;1.1;percentual
Distrito Federal;maio 2025;variacao_mesmo_mes_ano_anterior;7.7;percentual
Distrito Federal;junho 2025;variacao_mesmo_mes_ano_anterior;7.3;percentual
Distrito Federal;julho 2025;variacao_mesmo_mes_ano_anterior;6.8;percentual
Distrito Federal;agosto 2025;variacao_mesmo_mes_ano_anterior;7.6;percentual
Distrito Federal;setembro 2025;variacao_mesmo_mes_ano_anterior;10.4;percentual
Distrito Federal;outubro 2025;variacao_mesmo_mes_ano_anterior;7.2;percentual
Distrito Federal;novembro 2025;variacao_mesmo_mes_ano_anterior;0.3;percentual
Distrito Federal;dezembro 2025;variacao_mesmo_mes_ano_anterior;-1.6;percentual
Brasil;janeiro 2025;variacao_acumulada_ano;3.5;percentual
Brasil;fevereiro 2025;variacao_acumulada_ano;5.2;percentual
Brasil;março 2025;variacao_acumulada_ano;5.5;percentual
Brasil;abril 2025;variacao_acumulada_ano;6.4;percentual
Brasil;maio 2025;variacao_acumulada_ano;7.1;percentual
Brasil;junho 2025;variacao_acumulada_ano;6.6;percentual
Brasil;julho 2025;variacao_acumulada_ano;6.1;percentual
Brasil;agosto 2025;variacao_acumulada_ano;5.9;percentual
Brasil;setembro 2025;variacao_acumulada_ano;5.8;percentual
Brasil;outubro 2025;variacao_acumulada_ano;5.4;percentual
Brasil;novembro 2025;variacao_acumulada_ano;5.2;percentual
Brasil;dezembro 2025;variacao_acumulada_ano;4.6;percentual
Amazonas;janeiro 2025;variacao_acumulada_ano;9.2;percentual
Amazonas;fevereiro 2025;variacao_acumulada_ano;8.7;percentual
Amazonas;março 2025;variacao_acumulada_ano;7.7;percentual
Amazonas;abril 2025;variacao_acumulada_ano;9.1;percentual
Amazonas;maio 2025;variacao_acumulada_ano;11.2;percentual
Amazonas;junho 2025;variacao_acumulada_ano;11.8;percentual
Amazonas;julho 2025;variacao_acumulada_ano;10.8;percentual
Amazonas;agosto 2025;variacao_acumulada_ano;11.6;percentual
Amazonas;setembro 2025;variacao_acumulada_ano;12.7;percentual
Amazonas;outubro 2025;variacao_acumulada_ano;12.7;percentual
Amazonas;novembro 2025;variacao_acumulada_ano;12.3;percentual
Amazonas;dezembro 2025;variacao_acumulada_ano;11.4;percentual
Pará;janeiro 2025;variacao_acumulada_ano;8.4;percentual
Pará;fevereiro 2025;variacao_acumulada_ano;10.0;percentual
Pará;março 2025;variacao_acumulada_ano;9.8;percentual
Pará;abril 2025;variacao_acumulada_ano;8.4;percentual
Pará;maio 2025;variacao_acumulada_ano;7.9;percentual
Pará;junho 2025;variacao_acumulada_ano;7.7;percentual
Pará;julho 2025;variacao_acumulada_ano;5.6;percentual
Pará;agosto 2025;variacao_acumulada_ano;5.5;percentual
Pará;setembro 2025;variacao_acumulada_ano;6.4;percentual
Pará;outubro 2025;variacao_acumulada_ano;6.7;percentual
Pará;novembro 2025;variacao_acumulada_ano;8.4;percentual
Pará;dezembro 2025;variacao_acumulada_ano;7.5;percentual
Ceará;janeiro 2025;variacao_acumulada_ano;1.4;percentual
Ceará;fevereiro 2025;variacao_acumulada_ano;4.1;percentual
Ceará;março 2025;variacao_acumulada_ano;7.2;percentual
Ceará;abril 2025;variacao_acumulada_ano;8.2;percentual
Ceará;maio 2025;variacao_acumulada_ano;8.7;percentual
Ceará;junho 2025;variacao_acumulada_ano;8.2;percentual
Ceará;julho 2025;variacao_acumulada_ano;8.0;percentual
Ceará;agosto 2025;variacao_acumulada_ano;8.1;percentual
Ceará;setembro 2025;variacao_acumulada_ano;8.4;percentual
Ceará;outubro 2025;variacao_acumulada_ano;8.1;percentual
Ceará;novembro 2025;variacao_acumulada_ano;7.9;percentual
Ceará;dezembro 2025;variacao_acumulada_ano;7.2;percentual
Rio Grande do Norte;janeiro 2025;variacao_acumulada_ano;3.7;percentual
Rio Grande do Norte;fevereiro 2025;variacao_acumulada_ano;3.9;percentual
Rio Grande do Norte;março 2025;variacao_acumulada_ano;7.5;percentual
Rio Grande do Norte;abril 2025;variacao_acumulada_ano;7.3;percentual
Rio Grande do Norte;maio 2025;variacao_acumulada_ano;7.0;percentual
Rio Grande do Norte;junho 2025;variacao_acumulada_ano;6.4;percentual
Rio Grande do Norte;julho 2025;variacao_acumulada_ano;5.5;percentual
Rio Grande do Norte;agosto 2025;variacao_acumulada_ano;5.6;percentual
Rio Grande do Norte;setembro 2025;variacao_acumulada_ano;5.6;percentual
Rio Grande do Norte;outubro 2025;variacao_acumulada_ano;5.3;percentual
Rio Grande do Norte;novembro 2025;variacao_acumulada_ano;5.1;percentual
Rio Grande do Norte;dezembro 2025;variacao_acumulada_ano;4.3;percentual
Pernambuco;janeiro 2025;variacao_acumulada_ano;-1.4;percentual
Pernambuco;fevereiro 2025;variacao_acumulada_ano;-0.1;percentual
Pernambuco;março 2025;variacao_acumulada_ano;0.8;percentual
Pernambuco;abril 2025;variacao_acumulada_ano;2.6;percentual
Pernambuco;maio 2025;variacao_acumulada_ano;2.6;percentual
Pernambuco;junho 2025;variacao_acumulada_ano;2.6;percentual
Pernambuco;julho 2025;variacao_acumulada_ano;3.1;percentual
Pernambuco;agosto 2025;variacao_acumulada_ano;3.4;percentual
Pernambuco;setembro 2025;variacao_acumulada_ano;4.0;percentual
Pernambuco;outubro 2025;variacao_acumulada_ano;3.7;percentual
Pernambuco;novembro 2025;variacao_acumulada_ano;3.8;percentual
Pernambuco;dezembro 2025;variacao_acumulada_ano;2.9;percentual
Alagoas;janeiro 2025;variacao_acumulada_ano;-1.9;percentual
Alagoas;fevereiro 2025;variacao_acumulada_ano;-3.0;percentual
Alagoas;março 2025;variacao_acumulada_ano;0.1;percentual
Alagoas;abril 2025;variacao_acumulada_ano;2.4;percentual
Alagoas;maio 2025;variacao_acumulada_ano;2.2;percentual
Alagoas;junho 2025;variacao_acumulada_ano;1.4;percentual
Alagoas;julho 2025;variacao_acumulada_ano;0.9;percentual
Alagoas;agosto 2025;variacao_acumulada_ano;1.3;percentual
Alagoas;setembro 2025;variacao_acumulada_ano;1.8;percentual
Alagoas;outubro 2025;variacao_acumulada_ano;1.9;percentual
Alagoas;novembro 2025;variacao_acumulada_ano;2.2;percentual
Alagoas;dezembro 2025;variacao_acumulada_ano;2.0;percentual
Bahia;janeiro 2025;variacao_acumulada_ano;9.0;percentual
Bahia;fevereiro 2025;variacao_acumulada_ano;6.3;percentual
Bahia;março 2025;variacao_acumulada_ano;8.9;percentual
Bahia;abril 2025;variacao_acumulada_ano;10.2;percentual
Bahia;maio 2025;variacao_acumulada_ano;10.6;percentual
Bahia;junho 2025;variacao_acumulada_ano;9.2;percentual
Bahia;julho 2025;variacao_acumulada_ano;8.4;percentual
Bahia;agosto 2025;variacao_acumulada_ano;7.9;percentual
Bahia;setembro 2025;variacao_acumulada_ano;8.0;percentual
Bahia;outubro 2025;variacao_acumulada_ano;7.7;percentual
Bahia;novembro 2025;variacao_acumulada_ano;7.6;percentual
Bahia;dezembro 2025;variacao_acumulada_ano;7.0;percentual
Minas Gerais;janeiro 2025;variacao_acumulada_ano;-1.7;percentual
Minas Gerais;fevereiro 2025;variacao_acumulada_ano;0.9;percentual
Minas Gerais;março 2025;variacao_acumulada_ano;1.0;percentual
Minas Gerais;abril 2025;variacao_acumulada_ano;-0.1;percentual
Minas Gerais;maio 2025;variacao_acumulada_ano;-0.4;percentual
Minas Gerais;junho 2025;variacao_acumulada_ano;-1.7;percentual
Minas Gerais;julho 2025;variacao_acumulada_ano;-2.6;percentual
Minas Gerais;agosto 2025;variacao_acumulada_ano;-3.2;percentual
Minas Gerais;setembro 2025;variacao_acumulada_ano;-3.6;percentual
Minas Gerais;outubro 2025;variacao_acumulada_ano;-3.8;percentual
Minas Gerais;novembro 2025;variacao_acumulada_ano;-3.9;percentual
Minas Gerais;dezembro 2025;variacao_acumulada_ano;-4.5;percentual
Espírito Santo;janeiro 2025;variacao_acumulada_ano;6.6;percentual
Espírito Santo;fevereiro 2025;variacao_acumulada_ano;12.6;percentual
Espírito Santo;março 2025;variacao_acumulada_ano;9.6;percentual
Espírito Santo;abril 2025;variacao_acumulada_ano;8.5;percentual
Espírito Santo;maio 2025;variacao_acumulada_ano;8.2;percentual
Espírito Santo;junho 2025;variacao_acumulada_ano;6.3;percentual
Espírito Santo;julho 2025;variacao_acumulada_ano;5.3;percentual
Espírito Santo;agosto 2025;variacao_acumulada_ano;4.5;percentual
Espírito Santo;setembro 2025;variacao_acumulada_ano;4.5;percentual
Espírito Santo;outubro 2025;variacao_acumulada_ano;4.5;percentual
Espírito Santo;novembro 2025;variacao_acumulada_ano;4.5;percentual
Espírito Santo;dezembro 2025;variacao_acumulada_ano;4.6;percentual
Rio de Janeiro;janeiro 2025;variacao_acumulada_ano;6.4;percentual
Rio de Janeiro;fevereiro 2025;variacao_acumulada_ano;8.8;percentual
Rio de Janeiro;março 2025;variacao_acumulada_ano;11.6;percentual
Rio de Janeiro;abril 2025;variacao_acumulada_ano;13.8;percentual
Rio de Janeiro;maio 2025;variacao_acumulada_ano;15.5;percentual
Rio de Janeiro;junho 2025;variacao_acumulada_ano;14.3;percentual
Rio de Janeiro;julho 2025;variacao_acumulada_ano;12.7;percentual
Rio de Janeiro;agosto 2025;variacao_acumulada_ano;12.8;percentual
Rio de Janeiro;setembro 2025;variacao_acumulada_ano;11.0;percentual
Rio de Janeiro;outubro 2025;variacao_acumulada_ano;10.9;percentual
Rio de Janeiro;novembro 2025;variacao_acumulada_ano;10.5;percentual
Rio de Janeiro;dezembro 2025;variacao_acumulada_ano;10.3;percentual
São Paulo;janeiro 2025;variacao_acumulada_ano;4.0;percentual
São Paulo;fevereiro 2025;variacao_acumulada_ano;5.9;percentual
São Paulo;março 2025;variacao_acumulada_ano;5.3;percentual
São Paulo;abril 2025;variacao_acumulada_ano;6.4;percentual
São Paulo;maio 2025;variacao_acumulada_ano;6.6;percentual
São Paulo;junho 2025;variacao_acumulada_ano;6.1;percentual
São Paulo;julho 2025;variacao_acumulada_ano;5.9;percentual
São Paulo;agosto 2025;variacao_acumulada_ano;5.6;percentual
São Paulo;setembro 2025;variacao_acumulada_ano;5.7;percentual
São Paulo;outubro 2025;variacao_acumulada_ano;5.0;percentual
São Paulo;novembro 2025;variacao_acumulada_ano;4.7;percentual
São Paulo;dezembro 2025;variacao_acumulada_ano;4.0;percentual
Paraná;janeiro 2025;variacao_acumulada_ano;2.3;percentual
Paraná;fevereiro 2025;variacao_acumulada_ano;5.8;percentual
Paraná;março 2025;variacao_acumulada_ano;4.5;percentual
Paraná;abril 2025;variacao_acumulada_ano;4.4;percentual
Paraná;maio 2025;variacao_acumulada_ano;5.8;percentual
Paraná;junho 2025;variacao_acumulada_ano;6.0;percentual
Paraná;julho 2025;variacao_acumulada_ano;6.1;percentual
Paraná;agosto 2025;variacao_acumulada_ano;5.9;percentual
Paraná;setembro 2025;variacao_acumulada_ano;5.9;percentual
Paraná;outubro 2025;variacao_acumulada_ano;5.7;percentual
Paraná;novembro 2025;variacao_acumulada_ano;5.6;percentual
Paraná;dezembro 2025;variacao_acumulada_ano;5.8;percentual
Santa Catarina;janeiro 2025;variacao_acumulada_ano;9.7;percentual
Santa Catarina;fevereiro 2025;variacao_acumulada_ano;11.4;percentual
Santa Catarina;março 2025;variacao_acumulada_ano;11.3;percentual
Santa Catarina;abril 2025;variacao_acumulada_ano;10.5;percentual
Santa Catarina;maio 2025;variacao_acumulada_ano;9.7;percentual
Santa Catarina;junho 2025;variacao_acumulada_ano;7.7;percentual
Santa Catarina;julho 2025;variacao_acumulada_ano;5.8;percentual
Santa Catarina;agosto 2025;variacao_acumulada_ano;4.4;percentual
Santa Catarina;setembro 2025;variacao_acumulada_ano;3.7;percentual
Santa Catarina;outubro 2025;variacao_acumulada_ano;3.1;percentual
Santa Catarina;novembro 2025;variacao_acumulada_ano;2.5;percentual
Santa Catarina;dezembro 2025;variacao_acumulada_ano;1.8;percentual
Rio Grande do Sul;janeiro 2025;variacao_acumulada_ano;-6.1;percentual
Rio Grande do Sul;fevereiro 2025;variacao_acumulada_ano;-5.1;percentual
Rio Grande do Sul;março 2025;variacao_acumulada_ano;-5.4;percentual
Rio Grande do Sul;abril 2025;variacao_acumulada_ano;-2.5;percentual
Rio Grande do Sul;maio 2025;variacao_acumulada_ano;5.1;percentual
Rio Grande do Sul;junho 2025;variacao_acumulada_ano;9.7;percentual
Rio Grande do Sul;julho 2025;variacao_acumulada_ano;11.3;percentual
Rio Grande do Sul;agosto 2025;variacao_acumulada_ano;11.7;percentual
Rio Grande do Sul;setembro 2025;variacao_acumulada_ano;12.3;percentual
Rio Grande do Sul;outubro 2025;variacao_acumulada_ano;12.9;percentual
Rio Grande do Sul;novembro 2025;variacao_acumulada_ano;12.4;percentual
Rio Grande do Sul;dezembro 2025;variacao_acumulada_ano;11.3;percentual
Mato Grosso;janeiro 2025;variacao_acumulada_ano;-11.2;percentual
Mato Grosso;fevereiro 2025;variacao_acumulada_ano;-7.4;percentual
Mato Grosso;março 2025;variacao_acumulada_ano;-7.2;percentual
Mato Grosso;abril 2025;variacao_acumulada_ano;-6.9;percentual
Mato Grosso;maio 2025;variacao_acumulada_ano;-5.0;percentual
Mato Grosso;junho 2025;variacao_acumulada_ano;-4.3;percentual
Mato Grosso;julho 2025;variacao_acumulada_ano;-4.0;percentual
Mato Grosso;agosto 2025;variacao_acumulada_ano;-3.1;percentual
Mato Grosso;setembro 2025;variacao_acumulada_ano;-2.0;percentual
Mato Grosso;outubro 2025;variacao_acumulada_ano;-1.8;percentual
Mato Grosso;novembro 2025;variacao_acumulada_ano;-1.4;percentual
Mato Grosso;dezembro 2025;variacao_acumulada_ano;-1.1;percentual
Goiás;janeiro 2025;variacao_acumulada_ano;9.1;percentual
Goiás;fevereiro 2025;variacao_acumulada_ano;5.9;percentual
Goiás;março 2025;variacao_acumulada_ano;5.1;percentual
Goiás;abril 2025;variacao_acumulada_ano;7.3;percentual
Goiás;maio 2025;variacao_acumulada_ano;6.9;percentual
Goiás;junho 2025;variacao_acumulada_ano;6.2;percentual
Goiás;julho 2025;variacao_acumulada_ano;4.9;percentual
Goiás;agosto 2025;variacao_acumulada_ano;4.0;percentual
Goiás;setembro 2025;variacao_acumulada_ano;3.3;percentual
Goiás;outubro 2025;variacao_acumulada_ano;2.3;percentual
Goiás;novembro 2025;variacao_acumulada_ano;1.5;percentual
Goiás;dezembro 2025;variacao_acumulada_ano;0.1;percentual
Distrito Federal;janeiro 2025;variacao_acumulada_ano;-1.4;percentual
Distrito Federal;fevereiro 2025;variacao_acumulada_ano;3.5;percentual
Distrito Federal;março 2025;variacao_acumulada_ano;0.3;percentual
Distrito Federal;abril 2025;variacao_acumulada_ano;0.5;percentual
Distrito Federal;maio 2025;variacao_acumulada_ano;2.0;percentual
Distrito Federal;junho 2025;variacao_acumulada_ano;2.9;percentual
Distrito Federal;julho 2025;variacao_acumulada_ano;3.5;percentual
Distrito Federal;agosto 2025;variacao_acumulada_ano;4.1;percentual
Distrito Federal;setembro 2025;variacao_acumulada_ano;4.8;percentual
Distrito Federal;outubro 2025;variacao_acumulada_ano;5.1;percentual
Distrito Federal;novembro 2025;variacao_acumulada_ano;4.6;percentual
Distrito Federal;dezembro 2025;variacao_acumulada_ano;4.0;percentual
